timestamp,gpu_0_power_w,total_power_w
1769562061.2588778,276.815,276.815
1769562061.7592778,296.617,296.617
1769562062.4430344,281.654,281.654
1769562062.972895,309.015,309.015
1769562063.4802563,312.906,312.906
1769562063.982617,290.535,290.535
1769562064.4827588,283.082,283.082
1769562064.9829478,319.571,319.571
1769562065.638557,283.371,283.371
1769562066.1406293,289.601,289.601
1769562066.6408033,310.741,310.741
1769562067.1409998,345.009,345.009
1769562067.7894268,300.162,300.162
1769562068.2903721,290.125,290.125
1769562068.7905579,291.097,291.097
1769562069.2932825,280.6,280.6
1769562069.7941701,285.135,285.135
1769562070.2943473,301.218,301.218
1769562070.992376,299.893,299.893
1769562071.493109,283.548,283.548
1769562071.9933176,304.322,304.322
1769562072.6633685,289.593,289.593
1769562073.1635423,294.125,294.125
1769562073.663692,329.282,329.282
1769562074.3447163,279.286,279.286
1769562074.844887,294.919,294.919
1769562075.3450325,292.462,292.462
1769562076.006909,281.264,281.264
1769562076.5071175,290.322,290.322
1769562077.0073335,306.876,306.876
1769562077.5075336,307.065,307.065
1769562078.2139993,306.86,306.86
1769562078.7146752,277.707,277.707
1769562079.2226076,282.406,282.406
1769562079.7233224,288.129,288.129
1769562080.2235596,327.408,327.408
1769562080.915647,325.664,325.664
1769562081.4170508,291.222,291.222
1769562081.9174771,288.485,288.485
1769562082.4828806,304.188,304.188
1769562082.9984016,218.305,218.305
1769562083.516802,200.807,200.807
1769562084.0169444,192.041,192.041
1769562084.556104,190.484,190.484
1769562085.0703945,201.904,201.904
1769562085.589764,198.498,198.498
1769562086.1283276,197.553,197.553
1769562086.6583612,199.98,199.98
1769562087.171386,200.108,200.108
1769562087.6927977,194.874,194.874
1769562088.2074602,199.379,199.379
1769562088.722413,202.677,202.677
1769562089.256512,200.216,200.216
1769562089.7793527,192.561,192.561
1769562090.307001,195.578,195.578
1769562090.8499994,200.272,200.272
1769562091.376619,197.574,197.574
1769562091.9060843,201.517,201.517
1769562092.4343812,202.064,202.064
1769562092.941213,200.598,200.598
1769562093.4562962,202.432,202.432
1769562093.98505,198.68,198.68
1769562094.5114872,198.374,198.374
1769562095.0395327,196.204,196.204
1769562095.541443,193.857,193.857
1769562096.0823388,196.703,196.703
1769562096.6319504,196.533,196.533
1769562097.1423893,201.085,201.085
1769562097.6602755,199.114,199.114
1769562098.173316,201.911,201.911
1769562098.6987424,199.745,199.745
1769562099.2371821,194.916,194.916
1769562099.762049,195.978,195.978
1769562100.2899904,201.313,201.313
1769562100.8289983,197.324,197.324
1769562101.3452666,200.408,200.408
1769562101.869629,199.983,199.983
1769562102.3945844,198.485,198.485
1769562102.9188278,200.961,200.961
1769562103.4409394,201.99,201.99
1769562103.971471,199.49,199.49
1769562104.5146742,196.23,196.23
1769562105.0156279,192.546,192.546
1769562105.518492,194.991,194.991
1769562106.0212607,190.19,190.19
1769562106.5294666,186.825,186.825
1769562107.0638583,194.096,194.096
1769562107.5913923,195.176,195.176
1769562108.141528,202.999,202.999
1769562108.6765406,198.174,198.174
1769562109.199359,198.513,198.513
1769562109.721873,202.604,202.604
1769562110.2600229,201.558,201.558
1769562110.777268,201.18,201.18
1769562111.3066204,196.611,196.611
1769562111.8309312,199.923,199.923
1769562112.3746774,202.652,202.652
1769562112.9053125,198.344,198.344
1769562113.4077163,194.277,194.277
1769562113.9079134,187.905,187.905
1769562114.4097068,191.84,191.84
1769562114.917355,201.49,201.49
1769562115.4430504,200.649,200.649
1769562115.9701338,200.42,200.42
1769562116.494834,196.876,196.876
1769562117.0140796,200.322,200.322
1769562117.5373182,206.51,206.51
1769562118.0614378,206.21,206.21
1769562118.6074455,198.137,198.137
1769562119.1422272,197.338,197.338
1769562119.687165,198.747,198.747
1769562120.2172964,192.899,192.899
1769562120.7357771,195.839,195.839
1769562121.2834628,199.315,199.315
1769562121.824697,197.231,197.231
1769562122.3497837,196.027,196.027
1769562122.8902562,195.632,195.632
1769562123.4386482,193.915,193.915
1769562123.9638202,197.707,197.707
1769562124.4865417,199.541,199.541
1769562125.0042567,194.95,194.95
1769562125.5472078,199.134,199.134
1769562126.0917766,199.975,199.975
1769562126.6165156,195.433,195.433
1769562127.142174,199.886,199.886
1769562127.6638422,202.237,202.237
1769562128.2137322,193.469,193.469
1769562128.7597578,196.849,196.849
1769562129.2820523,199.096,199.096
1769562129.8110569,194.975,194.975
1769562130.330941,194.654,194.654
1769562130.8770342,196.443,196.443
1769562131.3971705,197.855,197.855
1769562131.8985481,195.352,195.352
1769562132.3998482,193.713,193.713
1769562132.924393,196.441,196.441
1769562133.4675872,196.99,196.99
1769562134.0169775,196.345,196.345
1769562134.5371835,196.915,196.915
1769562135.03964,194.236,194.236
1769562135.5767484,190.651,190.651
1769562136.1064079,198.358,198.358
1769562136.6289937,201.848,201.848
1769562137.1490304,199.51,199.51
1769562137.652648,194.885,194.885
1769562138.2635689,183.294,183.294
1769562138.806701,184.635,184.635
1769562139.341103,198.277,198.277
1769562139.86645,200.097,200.097
1769562140.3998103,196.386,196.386
