timestamp,gpu_0_power_w,total_power_w
1769378537.6523685,528.026,528.026
1769378538.152602,545.335,545.335
1769378538.6552584,700.442,700.442
1769378539.1553793,528.366,528.366
1769378539.655596,554.058,554.058
1769378540.3746278,607.217,607.217
1769378540.8759253,499.338,499.338
1769378541.3761275,591.663,591.663
1769378541.894345,537.517,537.517
1769378542.3953633,484.826,484.826
1769378542.895591,642.509,642.509
1769378543.4051518,557.598,557.598
1769378543.9058712,497.438,497.438
1769378544.4060996,651.227,651.227
1769378544.9321425,570.026,570.026
1769378545.4323068,492.378,492.378
1769378545.932486,632.503,632.503
1769378546.438879,577.199,577.199
1769378546.939015,497.324,497.324
1769378547.4391463,615.6,615.6
1769378547.943406,580.348,580.348
1769378548.4435484,497.249,497.249
1769378548.9436643,622.292,622.292
1769378549.4437916,637.47,637.47
1769378550.0401478,442.697,442.697
1769378550.540283,447.0,447.0
1769378551.0403879,629.906,629.906
1769378551.702453,504.186,504.186
1769378552.20259,398.035,398.035
1769378552.7027094,592.044,592.044
1769378553.2036312,598.514,598.514
1769378553.70402,498.548,498.548
1769378554.2042456,595.55,595.55
1769378554.7050173,588.995,588.995
1769378555.2051408,484.733,484.733
1769378555.7052488,585.734,585.734
1769378556.2072384,607.374,607.374
1769378556.7073505,543.91,543.91
